date,count,station_id,station_name,year,month,month_num,weekday,is_weekend
2025-02-15,73,52632B1993994,Moholt ved skiundergangen,2025,February,2,Saturday,TRUE
2025-02-16,54,52632B1993994,Moholt ved skiundergangen,2025,February,2,Sunday,TRUE
2025-02-17,355,52632B1993994,Moholt ved skiundergangen,2025,February,2,Monday,FALSE
2025-02-18,351,52632B1993994,Moholt ved skiundergangen,2025,February,2,Tuesday,FALSE
2025-02-19,326,52632B1993994,Moholt ved skiundergangen,2025,February,2,Wednesday,FALSE
2025-02-20,383,52632B1993994,Moholt ved skiundergangen,2025,February,2,Thursday,FALSE
2025-02-21,328,52632B1993994,Moholt ved skiundergangen,2025,February,2,Friday,FALSE
2025-02-22,66,52632B1993994,Moholt ved skiundergangen,2025,February,2,Saturday,TRUE
2025-02-23,91,52632B1993994,Moholt ved skiundergangen,2025,February,2,Sunday,TRUE
2025-02-24,514,52632B1993994,Moholt ved skiundergangen,2025,February,2,Monday,FALSE
2025-02-25,609,52632B1993994,Moholt ved skiundergangen,2025,February,2,Tuesday,FALSE
2025-02-26,561,52632B1993994,Moholt ved skiundergangen,2025,February,2,Wednesday,FALSE
2025-02-27,526,52632B1993994,Moholt ved skiundergangen,2025,February,2,Thursday,FALSE
2025-02-28,439,52632B1993994,Moholt ved skiundergangen,2025,February,2,Friday,FALSE
2025-03-01,125,52632B1993994,Moholt ved skiundergangen,2025,March,3,Saturday,TRUE
2025-03-02,71,52632B1993994,Moholt ved skiundergangen,2025,March,3,Sunday,TRUE
2025-03-03,377,52632B1993994,Moholt ved skiundergangen,2025,March,3,Monday,FALSE
2025-03-04,345,52632B1993994,Moholt ved skiundergangen,2025,March,3,Tuesday,FALSE
2025-03-05,285,52632B1993994,Moholt ved skiundergangen,2025,March,3,Wednesday,FALSE
2025-03-06,NA,52632B1993994,Moholt ved skiundergangen,2025,March,3,Thursday,FALSE
2025-03-07,NA,52632B1993994,Moholt ved skiundergangen,2025,March,3,Friday,FALSE
2025-03-08,NA,52632B1993994,Moholt ved skiundergangen,2025,March,3,Saturday,TRUE
2025-03-09,NA,52632B1993994,Moholt ved skiundergangen,2025,March,3,Sunday,TRUE
2025-03-10,NA,52632B1993994,Moholt ved skiundergangen,2025,March,3,Monday,FALSE
2025-03-11,NA,52632B1993994,Moholt ved skiundergangen,2025,March,3,Tuesday,FALSE
2025-03-12,NA,52632B1993994,Moholt ved skiundergangen,2025,March,3,Wednesday,FALSE
2025-03-13,NA,52632B1993994,Moholt ved skiundergangen,2025,March,3,Thursday,FALSE
2025-03-14,NA,52632B1993994,Moholt ved skiundergangen,2025,March,3,Friday,FALSE
2025-03-15,NA,52632B1993994,Moholt ved skiundergangen,2025,March,3,Saturday,TRUE
2025-03-16,NA,52632B1993994,Moholt ved skiundergangen,2025,March,3,Sunday,TRUE
2025-03-17,NA,52632B1993994,Moholt ved skiundergangen,2025,March,3,Monday,FALSE
2025-03-18,NA,52632B1993994,Moholt ved skiundergangen,2025,March,3,Tuesday,FALSE
2025-03-19,NA,52632B1993994,Moholt ved skiundergangen,2025,March,3,Wednesday,FALSE
2025-03-20,NA,52632B1993994,Moholt ved skiundergangen,2025,March,3,Thursday,FALSE
2025-03-21,NA,52632B1993994,Moholt ved skiundergangen,2025,March,3,Friday,FALSE
2025-03-22,NA,52632B1993994,Moholt ved skiundergangen,2025,March,3,Saturday,TRUE
2025-03-23,NA,52632B1993994,Moholt ved skiundergangen,2025,March,3,Sunday,TRUE
2025-03-24,NA,52632B1993994,Moholt ved skiundergangen,2025,March,3,Monday,FALSE
2025-03-25,NA,52632B1993994,Moholt ved skiundergangen,2025,March,3,Tuesday,FALSE
2025-03-26,NA,52632B1993994,Moholt ved skiundergangen,2025,March,3,Wednesday,FALSE
2025-03-27,NA,52632B1993994,Moholt ved skiundergangen,2025,March,3,Thursday,FALSE
2025-03-28,NA,52632B1993994,Moholt ved skiundergangen,2025,March,3,Friday,FALSE
2025-03-29,NA,52632B1993994,Moholt ved skiundergangen,2025,March,3,Saturday,TRUE
2025-03-30,NA,52632B1993994,Moholt ved skiundergangen,2025,March,3,Sunday,TRUE
2025-03-31,NA,52632B1993994,Moholt ved skiundergangen,2025,March,3,Monday,FALSE
2025-04-01,NA,52632B1993994,Moholt ved skiundergangen,2025,April,4,Tuesday,FALSE
2025-04-02,NA,52632B1993994,Moholt ved skiundergangen,2025,April,4,Wednesday,FALSE
2025-04-03,NA,52632B1993994,Moholt ved skiundergangen,2025,April,4,Thursday,FALSE
2025-04-04,NA,52632B1993994,Moholt ved skiundergangen,2025,April,4,Friday,FALSE
2025-04-05,NA,52632B1993994,Moholt ved skiundergangen,2025,April,4,Saturday,TRUE
2025-04-06,NA,52632B1993994,Moholt ved skiundergangen,2025,April,4,Sunday,TRUE
2025-04-07,NA,52632B1993994,Moholt ved skiundergangen,2025,April,4,Monday,FALSE
2025-04-08,NA,52632B1993994,Moholt ved skiundergangen,2025,April,4,Tuesday,FALSE
2025-04-09,NA,52632B1993994,Moholt ved skiundergangen,2025,April,4,Wednesday,FALSE
2025-04-10,NA,52632B1993994,Moholt ved skiundergangen,2025,April,4,Thursday,FALSE
2025-04-11,NA,52632B1993994,Moholt ved skiundergangen,2025,April,4,Friday,FALSE
2025-04-12,NA,52632B1993994,Moholt ved skiundergangen,2025,April,4,Saturday,TRUE
2025-04-13,NA,52632B1993994,Moholt ved skiundergangen,2025,April,4,Sunday,TRUE
2025-04-14,NA,52632B1993994,Moholt ved skiundergangen,2025,April,4,Monday,FALSE
2025-04-15,NA,52632B1993994,Moholt ved skiundergangen,2025,April,4,Tuesday,FALSE
2025-04-16,NA,52632B1993994,Moholt ved skiundergangen,2025,April,4,Wednesday,FALSE
2025-04-17,NA,52632B1993994,Moholt ved skiundergangen,2025,April,4,Thursday,FALSE
2025-04-18,NA,52632B1993994,Moholt ved skiundergangen,2025,April,4,Friday,FALSE
2025-04-19,NA,52632B1993994,Moholt ved skiundergangen,2025,April,4,Saturday,TRUE
2025-04-20,NA,52632B1993994,Moholt ved skiundergangen,2025,April,4,Sunday,TRUE
2025-04-21,NA,52632B1993994,Moholt ved skiundergangen,2025,April,4,Monday,FALSE
2025-04-22,NA,52632B1993994,Moholt ved skiundergangen,2025,April,4,Tuesday,FALSE
2025-04-23,NA,52632B1993994,Moholt ved skiundergangen,2025,April,4,Wednesday,FALSE
2025-04-24,NA,52632B1993994,Moholt ved skiundergangen,2025,April,4,Thursday,FALSE
2025-04-25,NA,52632B1993994,Moholt ved skiundergangen,2025,April,4,Friday,FALSE
2025-04-26,NA,52632B1993994,Moholt ved skiundergangen,2025,April,4,Saturday,TRUE
2025-04-27,NA,52632B1993994,Moholt ved skiundergangen,2025,April,4,Sunday,TRUE
2025-04-28,NA,52632B1993994,Moholt ved skiundergangen,2025,April,4,Monday,FALSE
2025-04-29,NA,52632B1993994,Moholt ved skiundergangen,2025,April,4,Tuesday,FALSE
2025-04-30,NA,52632B1993994,Moholt ved skiundergangen,2025,April,4,Wednesday,FALSE
2025-05-01,349,52632B1993994,Moholt ved skiundergangen,2025,May,5,Thursday,FALSE
2025-05-02,462,52632B1993994,Moholt ved skiundergangen,2025,May,5,Friday,FALSE
2025-05-03,224,52632B1993994,Moholt ved skiundergangen,2025,May,5,Saturday,TRUE
2025-05-04,347,52632B1993994,Moholt ved skiundergangen,2025,May,5,Sunday,TRUE
2025-05-05,922,52632B1993994,Moholt ved skiundergangen,2025,May,5,Monday,FALSE
2025-05-06,1091,52632B1993994,Moholt ved skiundergangen,2025,May,5,Tuesday,FALSE
2025-05-07,1161,52632B1993994,Moholt ved skiundergangen,2025,May,5,Wednesday,FALSE
2025-05-08,871,52632B1993994,Moholt ved skiundergangen,2025,May,5,Thursday,FALSE
2025-05-09,937,52632B1993994,Moholt ved skiundergangen,2025,May,5,Friday,FALSE
2025-05-10,484,52632B1993994,Moholt ved skiundergangen,2025,May,5,Saturday,TRUE
2025-05-11,600,52632B1993994,Moholt ved skiundergangen,2025,May,5,Sunday,TRUE
2025-05-12,1264,52632B1993994,Moholt ved skiundergangen,2025,May,5,Monday,FALSE
2025-05-13,1106,52632B1993994,Moholt ved skiundergangen,2025,May,5,Tuesday,FALSE
2025-05-14,1046,52632B1993994,Moholt ved skiundergangen,2025,May,5,Wednesday,FALSE
2025-05-15,1064,52632B1993994,Moholt ved skiundergangen,2025,May,5,Thursday,FALSE
2025-05-16,994,52632B1993994,Moholt ved skiundergangen,2025,May,5,Friday,FALSE
2025-05-17,256,52632B1993994,Moholt ved skiundergangen,2025,May,5,Saturday,TRUE
2025-05-18,645,52632B1993994,Moholt ved skiundergangen,2025,May,5,Sunday,TRUE
2025-05-19,1293,52632B1993994,Moholt ved skiundergangen,2025,May,5,Monday,FALSE
2025-05-20,1214,52632B1993994,Moholt ved skiundergangen,2025,May,5,Tuesday,FALSE
2025-05-21,992,52632B1993994,Moholt ved skiundergangen,2025,May,5,Wednesday,FALSE
2025-05-22,1134,52632B1993994,Moholt ved skiundergangen,2025,May,5,Thursday,FALSE
2025-05-23,846,52632B1993994,Moholt ved skiundergangen,2025,May,5,Friday,FALSE
2025-05-24,203,52632B1993994,Moholt ved skiundergangen,2025,May,5,Saturday,TRUE
2025-05-25,537,52632B1993994,Moholt ved skiundergangen,2025,May,5,Sunday,TRUE
2025-05-26,861,52632B1993994,Moholt ved skiundergangen,2025,May,5,Monday,FALSE
2025-05-27,1224,52632B1993994,Moholt ved skiundergangen,2025,May,5,Tuesday,FALSE
2025-05-28,1090,52632B1993994,Moholt ved skiundergangen,2025,May,5,Wednesday,FALSE
2025-05-29,426,52632B1993994,Moholt ved skiundergangen,2025,May,5,Thursday,FALSE
2025-05-30,481,52632B1993994,Moholt ved skiundergangen,2025,May,5,Friday,FALSE
2025-05-31,314,52632B1993994,Moholt ved skiundergangen,2025,May,5,Saturday,TRUE
2025-06-01,292,52632B1993994,Moholt ved skiundergangen,2025,June,6,Sunday,TRUE
2025-06-02,1067,52632B1993994,Moholt ved skiundergangen,2025,June,6,Monday,FALSE
2025-06-03,1308,52632B1993994,Moholt ved skiundergangen,2025,June,6,Tuesday,FALSE
2025-06-04,1154,52632B1993994,Moholt ved skiundergangen,2025,June,6,Wednesday,FALSE
2025-06-05,1227,52632B1993994,Moholt ved skiundergangen,2025,June,6,Thursday,FALSE
2025-06-06,948,52632B1993994,Moholt ved skiundergangen,2025,June,6,Friday,FALSE
2025-06-07,288,52632B1993994,Moholt ved skiundergangen,2025,June,6,Saturday,TRUE
2025-06-08,418,52632B1993994,Moholt ved skiundergangen,2025,June,6,Sunday,TRUE
2025-06-09,424,52632B1993994,Moholt ved skiundergangen,2025,June,6,Monday,FALSE
2025-06-10,1123,52632B1993994,Moholt ved skiundergangen,2025,June,6,Tuesday,FALSE
2025-06-11,1134,52632B1993994,Moholt ved skiundergangen,2025,June,6,Wednesday,FALSE
2025-06-12,1206,52632B1993994,Moholt ved skiundergangen,2025,June,6,Thursday,FALSE
2025-06-13,974,52632B1993994,Moholt ved skiundergangen,2025,June,6,Friday,FALSE
2025-06-14,491,52632B1993994,Moholt ved skiundergangen,2025,June,6,Saturday,TRUE
2025-06-15,497,52632B1993994,Moholt ved skiundergangen,2025,June,6,Sunday,TRUE
2025-06-16,914,52632B1993994,Moholt ved skiundergangen,2025,June,6,Monday,FALSE
2025-06-17,945,52632B1993994,Moholt ved skiundergangen,2025,June,6,Tuesday,FALSE
2025-06-18,866,52632B1993994,Moholt ved skiundergangen,2025,June,6,Wednesday,FALSE
2025-06-19,924,52632B1993994,Moholt ved skiundergangen,2025,June,6,Thursday,FALSE
2025-06-20,747,52632B1993994,Moholt ved skiundergangen,2025,June,6,Friday,FALSE
2025-06-21,283,52632B1993994,Moholt ved skiundergangen,2025,June,6,Saturday,TRUE
2025-06-22,480,52632B1993994,Moholt ved skiundergangen,2025,June,6,Sunday,TRUE
2025-06-23,917,52632B1993994,Moholt ved skiundergangen,2025,June,6,Monday,FALSE
2025-06-24,835,52632B1993994,Moholt ved skiundergangen,2025,June,6,Tuesday,FALSE
2025-06-25,985,52632B1993994,Moholt ved skiundergangen,2025,June,6,Wednesday,FALSE
2025-06-26,1000,52632B1993994,Moholt ved skiundergangen,2025,June,6,Thursday,FALSE
2025-06-27,644,52632B1993994,Moholt ved skiundergangen,2025,June,6,Friday,FALSE
2025-06-28,270,52632B1993994,Moholt ved skiundergangen,2025,June,6,Saturday,TRUE
2025-06-29,116,52632B1993994,Moholt ved skiundergangen,2025,June,6,Sunday,TRUE
2025-06-30,759,52632B1993994,Moholt ved skiundergangen,2025,June,6,Monday,FALSE
2025-07-01,754,52632B1993994,Moholt ved skiundergangen,2025,July,7,Tuesday,FALSE
2025-07-02,898,52632B1993994,Moholt ved skiundergangen,2025,July,7,Wednesday,FALSE
2025-07-03,736,52632B1993994,Moholt ved skiundergangen,2025,July,7,Thursday,FALSE
2025-07-04,637,52632B1993994,Moholt ved skiundergangen,2025,July,7,Friday,FALSE
2025-07-05,352,52632B1993994,Moholt ved skiundergangen,2025,July,7,Saturday,TRUE
2025-07-06,314,52632B1993994,Moholt ved skiundergangen,2025,July,7,Sunday,TRUE
2025-07-07,610,52632B1993994,Moholt ved skiundergangen,2025,July,7,Monday,FALSE
2025-07-08,646,52632B1993994,Moholt ved skiundergangen,2025,July,7,Tuesday,FALSE
2025-07-09,694,52632B1993994,Moholt ved skiundergangen,2025,July,7,Wednesday,FALSE
2025-07-10,571,52632B1993994,Moholt ved skiundergangen,2025,July,7,Thursday,FALSE
2025-07-11,482,52632B1993994,Moholt ved skiundergangen,2025,July,7,Friday,FALSE
2025-07-12,313,52632B1993994,Moholt ved skiundergangen,2025,July,7,Saturday,TRUE
2025-07-13,333,52632B1993994,Moholt ved skiundergangen,2025,July,7,Sunday,TRUE
2025-07-14,514,52632B1993994,Moholt ved skiundergangen,2025,July,7,Monday,FALSE
2025-07-15,498,52632B1993994,Moholt ved skiundergangen,2025,July,7,Tuesday,FALSE
2025-07-16,474,52632B1993994,Moholt ved skiundergangen,2025,July,7,Wednesday,FALSE
2025-07-17,409,52632B1993994,Moholt ved skiundergangen,2025,July,7,Thursday,FALSE
2025-07-18,400,52632B1993994,Moholt ved skiundergangen,2025,July,7,Friday,FALSE
2025-07-19,303,52632B1993994,Moholt ved skiundergangen,2025,July,7,Saturday,TRUE
2025-07-20,313,52632B1993994,Moholt ved skiundergangen,2025,July,7,Sunday,TRUE
2025-07-21,480,52632B1993994,Moholt ved skiundergangen,2025,July,7,Monday,FALSE
2025-07-22,479,52632B1993994,Moholt ved skiundergangen,2025,July,7,Tuesday,FALSE
2025-07-23,439,52632B1993994,Moholt ved skiundergangen,2025,July,7,Wednesday,FALSE
2025-07-24,456,52632B1993994,Moholt ved skiundergangen,2025,July,7,Thursday,FALSE
2025-07-25,417,52632B1993994,Moholt ved skiundergangen,2025,July,7,Friday,FALSE
2025-07-26,240,52632B1993994,Moholt ved skiundergangen,2025,July,7,Saturday,TRUE
2025-07-27,260,52632B1993994,Moholt ved skiundergangen,2025,July,7,Sunday,TRUE
2025-07-28,651,52632B1993994,Moholt ved skiundergangen,2025,July,7,Monday,FALSE
2025-07-29,595,52632B1993994,Moholt ved skiundergangen,2025,July,7,Tuesday,FALSE
2025-07-30,401,52632B1993994,Moholt ved skiundergangen,2025,July,7,Wednesday,FALSE
2025-07-31,681,52632B1993994,Moholt ved skiundergangen,2025,July,7,Thursday,FALSE
2025-08-01,626,52632B1993994,Moholt ved skiundergangen,2025,August,8,Friday,FALSE
2025-08-02,400,52632B1993994,Moholt ved skiundergangen,2025,August,8,Saturday,TRUE
2025-08-03,491,52632B1993994,Moholt ved skiundergangen,2025,August,8,Sunday,TRUE
2025-08-04,915,52632B1993994,Moholt ved skiundergangen,2025,August,8,Monday,FALSE
2025-08-05,971,52632B1993994,Moholt ved skiundergangen,2025,August,8,Tuesday,FALSE
2025-08-06,605,52632B1993994,Moholt ved skiundergangen,2025,August,8,Wednesday,FALSE
2025-08-07,832,52632B1993994,Moholt ved skiundergangen,2025,August,8,Thursday,FALSE
2025-08-08,830,52632B1993994,Moholt ved skiundergangen,2025,August,8,Friday,FALSE
2025-08-09,430,52632B1993994,Moholt ved skiundergangen,2025,August,8,Saturday,TRUE
2025-08-10,335,52632B1993994,Moholt ved skiundergangen,2025,August,8,Sunday,TRUE
2025-08-11,1116,52632B1993994,Moholt ved skiundergangen,2025,August,8,Monday,FALSE
2025-08-12,1272,52632B1993994,Moholt ved skiundergangen,2025,August,8,Tuesday,FALSE
2025-08-13,1090,52632B1993994,Moholt ved skiundergangen,2025,August,8,Wednesday,FALSE
2025-08-14,1215,52632B1993994,Moholt ved skiundergangen,2025,August,8,Thursday,FALSE
2025-08-15,658,52632B1993994,Moholt ved skiundergangen,2025,August,8,Friday,FALSE
2025-08-16,263,52632B1993994,Moholt ved skiundergangen,2025,August,8,Saturday,TRUE
2025-08-17,353,52632B1993994,Moholt ved skiundergangen,2025,August,8,Sunday,TRUE
2025-08-18,1302,52632B1993994,Moholt ved skiundergangen,2025,August,8,Monday,FALSE
2025-08-19,1270,52632B1993994,Moholt ved skiundergangen,2025,August,8,Tuesday,FALSE
2025-08-20,1213,52632B1993994,Moholt ved skiundergangen,2025,August,8,Wednesday,FALSE
2025-08-21,1063,52632B1993994,Moholt ved skiundergangen,2025,August,8,Thursday,FALSE
2025-08-22,773,52632B1993994,Moholt ved skiundergangen,2025,August,8,Friday,FALSE
2025-08-23,221,52632B1993994,Moholt ved skiundergangen,2025,August,8,Saturday,TRUE
2025-08-24,362,52632B1993994,Moholt ved skiundergangen,2025,August,8,Sunday,TRUE
2025-08-25,1302,52632B1993994,Moholt ved skiundergangen,2025,August,8,Monday,FALSE
2025-08-26,1493,52632B1993994,Moholt ved skiundergangen,2025,August,8,Tuesday,FALSE
2025-08-27,1434,52632B1993994,Moholt ved skiundergangen,2025,August,8,Wednesday,FALSE
2025-08-28,1357,52632B1993994,Moholt ved skiundergangen,2025,August,8,Thursday,FALSE
2025-08-29,1033,52632B1993994,Moholt ved skiundergangen,2025,August,8,Friday,FALSE
2025-08-30,417,52632B1993994,Moholt ved skiundergangen,2025,August,8,Saturday,TRUE
2025-08-31,556,52632B1993994,Moholt ved skiundergangen,2025,August,8,Sunday,TRUE
2025-09-01,1350,52632B1993994,Moholt ved skiundergangen,2025,September,9,Monday,FALSE
2025-09-02,1320,52632B1993994,Moholt ved skiundergangen,2025,September,9,Tuesday,FALSE
2025-09-03,1385,52632B1993994,Moholt ved skiundergangen,2025,September,9,Wednesday,FALSE
2025-09-04,1367,52632B1993994,Moholt ved skiundergangen,2025,September,9,Thursday,FALSE
2025-09-05,1169,52632B1993994,Moholt ved skiundergangen,2025,September,9,Friday,FALSE
2025-09-06,552,52632B1993994,Moholt ved skiundergangen,2025,September,9,Saturday,TRUE
2025-09-07,600,52632B1993994,Moholt ved skiundergangen,2025,September,9,Sunday,TRUE
2025-09-08,1535,52632B1993994,Moholt ved skiundergangen,2025,September,9,Monday,FALSE
2025-09-09,1477,52632B1993994,Moholt ved skiundergangen,2025,September,9,Tuesday,FALSE
2025-09-10,1394,52632B1993994,Moholt ved skiundergangen,2025,September,9,Wednesday,FALSE
2025-09-11,1200,52632B1993994,Moholt ved skiundergangen,2025,September,9,Thursday,FALSE
2025-09-12,1017,52632B1993994,Moholt ved skiundergangen,2025,September,9,Friday,FALSE
2025-09-13,404,52632B1993994,Moholt ved skiundergangen,2025,September,9,Saturday,TRUE
2025-09-14,449,52632B1993994,Moholt ved skiundergangen,2025,September,9,Sunday,TRUE
2025-09-15,1322,52632B1993994,Moholt ved skiundergangen,2025,September,9,Monday,FALSE
2025-09-16,1331,52632B1993994,Moholt ved skiundergangen,2025,September,9,Tuesday,FALSE
2025-09-17,1095,52632B1993994,Moholt ved skiundergangen,2025,September,9,Wednesday,FALSE
2025-09-18,1291,52632B1993994,Moholt ved skiundergangen,2025,September,9,Thursday,FALSE
2025-09-19,1015,52632B1993994,Moholt ved skiundergangen,2025,September,9,Friday,FALSE
2025-09-20,405,52632B1993994,Moholt ved skiundergangen,2025,September,9,Saturday,TRUE
2025-09-21,277,52632B1993994,Moholt ved skiundergangen,2025,September,9,Sunday,TRUE
2025-09-22,949,52632B1993994,Moholt ved skiundergangen,2025,September,9,Monday,FALSE
2025-09-23,1083,52632B1993994,Moholt ved skiundergangen,2025,September,9,Tuesday,FALSE
2025-09-24,1083,52632B1993994,Moholt ved skiundergangen,2025,September,9,Wednesday,FALSE
2025-09-25,1090,52632B1993994,Moholt ved skiundergangen,2025,September,9,Thursday,FALSE
2025-09-26,917,52632B1993994,Moholt ved skiundergangen,2025,September,9,Friday,FALSE
2025-09-27,446,52632B1993994,Moholt ved skiundergangen,2025,September,9,Saturday,TRUE
2025-09-28,398,52632B1993994,Moholt ved skiundergangen,2025,September,9,Sunday,TRUE
2025-09-29,1334,52632B1993994,Moholt ved skiundergangen,2025,September,9,Monday,FALSE
2025-09-30,1343,52632B1993994,Moholt ved skiundergangen,2025,September,9,Tuesday,FALSE
2025-10-01,1310,52632B1993994,Moholt ved skiundergangen,2025,October,10,Wednesday,FALSE
2025-10-02,1061,52632B1993994,Moholt ved skiundergangen,2025,October,10,Thursday,FALSE
2025-10-03,873,52632B1993994,Moholt ved skiundergangen,2025,October,10,Friday,FALSE
2025-10-04,155,52632B1993994,Moholt ved skiundergangen,2025,October,10,Saturday,TRUE
2025-10-05,419,52632B1993994,Moholt ved skiundergangen,2025,October,10,Sunday,TRUE
2025-10-06,957,52632B1993994,Moholt ved skiundergangen,2025,October,10,Monday,FALSE
2025-10-07,678,52632B1993994,Moholt ved skiundergangen,2025,October,10,Tuesday,FALSE
2025-10-08,868,52632B1993994,Moholt ved skiundergangen,2025,October,10,Wednesday,FALSE
2025-10-09,605,52632B1993994,Moholt ved skiundergangen,2025,October,10,Thursday,FALSE
2025-10-10,397,52632B1993994,Moholt ved skiundergangen,2025,October,10,Friday,FALSE
2025-10-11,166,52632B1993994,Moholt ved skiundergangen,2025,October,10,Saturday,TRUE
2025-10-12,169,52632B1993994,Moholt ved skiundergangen,2025,October,10,Sunday,TRUE
2025-10-13,823,52632B1993994,Moholt ved skiundergangen,2025,October,10,Monday,FALSE
2025-10-14,896,52632B1993994,Moholt ved skiundergangen,2025,October,10,Tuesday,FALSE
2025-10-15,869,52632B1993994,Moholt ved skiundergangen,2025,October,10,Wednesday,FALSE
2025-10-16,729,52632B1993994,Moholt ved skiundergangen,2025,October,10,Thursday,FALSE
2025-10-17,700,52632B1993994,Moholt ved skiundergangen,2025,October,10,Friday,FALSE
2025-10-18,242,52632B1993994,Moholt ved skiundergangen,2025,October,10,Saturday,TRUE
2025-10-19,286,52632B1993994,Moholt ved skiundergangen,2025,October,10,Sunday,TRUE
2025-10-20,1025,52632B1993994,Moholt ved skiundergangen,2025,October,10,Monday,FALSE
2025-10-21,1051,52632B1993994,Moholt ved skiundergangen,2025,October,10,Tuesday,FALSE
2025-10-22,1040,52632B1993994,Moholt ved skiundergangen,2025,October,10,Wednesday,FALSE
2025-10-23,947,52632B1993994,Moholt ved skiundergangen,2025,October,10,Thursday,FALSE
2025-10-24,777,52632B1993994,Moholt ved skiundergangen,2025,October,10,Friday,FALSE
2025-10-25,296,52632B1993994,Moholt ved skiundergangen,2025,October,10,Saturday,TRUE
2025-10-26,248,52632B1993994,Moholt ved skiundergangen,2025,October,10,Sunday,TRUE
2025-10-27,872,52632B1993994,Moholt ved skiundergangen,2025,October,10,Monday,FALSE
2025-10-28,938,52632B1993994,Moholt ved skiundergangen,2025,October,10,Tuesday,FALSE
2025-10-29,929,52632B1993994,Moholt ved skiundergangen,2025,October,10,Wednesday,FALSE
2025-10-30,659,52632B1993994,Moholt ved skiundergangen,2025,October,10,Thursday,FALSE
2025-10-31,533,52632B1993994,Moholt ved skiundergangen,2025,October,10,Friday,FALSE
2025-11-01,180,52632B1993994,Moholt ved skiundergangen,2025,November,11,Saturday,TRUE
2025-11-02,376,52632B1993994,Moholt ved skiundergangen,2025,November,11,Sunday,TRUE
2025-11-03,977,52632B1993994,Moholt ved skiundergangen,2025,November,11,Monday,FALSE
2025-11-04,917,52632B1993994,Moholt ved skiundergangen,2025,November,11,Tuesday,FALSE
2025-11-05,826,52632B1993994,Moholt ved skiundergangen,2025,November,11,Wednesday,FALSE
2025-11-06,792,52632B1993994,Moholt ved skiundergangen,2025,November,11,Thursday,FALSE
2025-11-07,643,52632B1993994,Moholt ved skiundergangen,2025,November,11,Friday,FALSE
2025-11-08,240,52632B1993994,Moholt ved skiundergangen,2025,November,11,Saturday,TRUE
2025-11-09,194,52632B1993994,Moholt ved skiundergangen,2025,November,11,Sunday,TRUE
2025-11-10,863,52632B1993994,Moholt ved skiundergangen,2025,November,11,Monday,FALSE
2025-11-11,360,52632B1993994,Moholt ved skiundergangen,2025,November,11,Tuesday,FALSE
2024-11-11,287,10272B1698646,Gamle Okstadbakken - sykkel,2024,November,11,Monday,FALSE
2024-11-12,354,10272B1698646,Gamle Okstadbakken - sykkel,2024,November,11,Tuesday,FALSE
2024-11-13,348,10272B1698646,Gamle Okstadbakken - sykkel,2024,November,11,Wednesday,FALSE
2024-11-14,289,10272B1698646,Gamle Okstadbakken - sykkel,2024,November,11,Thursday,FALSE
2024-11-15,292,10272B1698646,Gamle Okstadbakken - sykkel,2024,November,11,Friday,FALSE
2024-11-16,37,10272B1698646,Gamle Okstadbakken - sykkel,2024,November,11,Saturday,TRUE
2024-11-17,31,10272B1698646,Gamle Okstadbakken - sykkel,2024,November,11,Sunday,TRUE
2024-11-18,275,10272B1698646,Gamle Okstadbakken - sykkel,2024,November,11,Monday,FALSE
2024-11-19,237,10272B1698646,Gamle Okstadbakken - sykkel,2024,November,11,Tuesday,FALSE
2024-11-20,273,10272B1698646,Gamle Okstadbakken - sykkel,2024,November,11,Wednesday,FALSE
2024-11-21,208,10272B1698646,Gamle Okstadbakken - sykkel,2024,November,11,Thursday,FALSE
2024-11-22,179,10272B1698646,Gamle Okstadbakken - sykkel,2024,November,11,Friday,FALSE
2024-11-23,18,10272B1698646,Gamle Okstadbakken - sykkel,2024,November,11,Saturday,TRUE
2024-11-24,17,10272B1698646,Gamle Okstadbakken - sykkel,2024,November,11,Sunday,TRUE
2024-11-25,259,10272B1698646,Gamle Okstadbakken - sykkel,2024,November,11,Monday,FALSE
2024-11-26,272,10272B1698646,Gamle Okstadbakken - sykkel,2024,November,11,Tuesday,FALSE
2024-11-27,254,10272B1698646,Gamle Okstadbakken - sykkel,2024,November,11,Wednesday,FALSE
2024-11-28,236,10272B1698646,Gamle Okstadbakken - sykkel,2024,November,11,Thursday,FALSE
2024-11-29,216,10272B1698646,Gamle Okstadbakken - sykkel,2024,November,11,Friday,FALSE
2024-11-30,25,10272B1698646,Gamle Okstadbakken - sykkel,2024,November,11,Saturday,TRUE
2024-12-01,21,10272B1698646,Gamle Okstadbakken - sykkel,2024,December,12,Sunday,TRUE
2024-12-02,297,10272B1698646,Gamle Okstadbakken - sykkel,2024,December,12,Monday,FALSE
2024-12-03,268,10272B1698646,Gamle Okstadbakken - sykkel,2024,December,12,Tuesday,FALSE
2024-12-04,246,10272B1698646,Gamle Okstadbakken - sykkel,2024,December,12,Wednesday,FALSE
2024-12-05,242,10272B1698646,Gamle Okstadbakken - sykkel,2024,December,12,Thursday,FALSE
2024-12-06,213,10272B1698646,Gamle Okstadbakken - sykkel,2024,December,12,Friday,FALSE
2024-12-07,39,10272B1698646,Gamle Okstadbakken - sykkel,2024,December,12,Saturday,TRUE
2024-12-08,31,10272B1698646,Gamle Okstadbakken - sykkel,2024,December,12,Sunday,TRUE
