date,count,station_id,station_name,year,month,month_num,weekday,is_weekend
2024-11-11,476,95507B2418805,Rotvollekra - sykkel,2024,November,11,Monday,FALSE
2024-11-12,511,95507B2418805,Rotvollekra - sykkel,2024,November,11,Tuesday,FALSE
2024-11-13,494,95507B2418805,Rotvollekra - sykkel,2024,November,11,Wednesday,FALSE
2024-11-14,432,95507B2418805,Rotvollekra - sykkel,2024,November,11,Thursday,FALSE
2024-11-15,422,95507B2418805,Rotvollekra - sykkel,2024,November,11,Friday,FALSE
2024-11-16,69,95507B2418805,Rotvollekra - sykkel,2024,November,11,Saturday,TRUE
2024-11-17,41,95507B2418805,Rotvollekra - sykkel,2024,November,11,Sunday,TRUE
2024-11-18,394,95507B2418805,Rotvollekra - sykkel,2024,November,11,Monday,FALSE
2024-11-19,398,95507B2418805,Rotvollekra - sykkel,2024,November,11,Tuesday,FALSE
2024-11-20,354,95507B2418805,Rotvollekra - sykkel,2024,November,11,Wednesday,FALSE
2024-11-21,349,95507B2418805,Rotvollekra - sykkel,2024,November,11,Thursday,FALSE
2024-11-22,266,95507B2418805,Rotvollekra - sykkel,2024,November,11,Friday,FALSE
2024-11-23,42,95507B2418805,Rotvollekra - sykkel,2024,November,11,Saturday,TRUE
2024-11-24,20,95507B2418805,Rotvollekra - sykkel,2024,November,11,Sunday,TRUE
2024-11-25,419,95507B2418805,Rotvollekra - sykkel,2024,November,11,Monday,FALSE
2024-11-26,383,95507B2418805,Rotvollekra - sykkel,2024,November,11,Tuesday,FALSE
2024-11-27,353,95507B2418805,Rotvollekra - sykkel,2024,November,11,Wednesday,FALSE
2024-11-28,306,95507B2418805,Rotvollekra - sykkel,2024,November,11,Thursday,FALSE
2024-11-29,284,95507B2418805,Rotvollekra - sykkel,2024,November,11,Friday,FALSE
2024-11-30,51,95507B2418805,Rotvollekra - sykkel,2024,November,11,Saturday,TRUE
2024-12-01,48,95507B2418805,Rotvollekra - sykkel,2024,December,12,Sunday,TRUE
2024-12-02,413,95507B2418805,Rotvollekra - sykkel,2024,December,12,Monday,FALSE
2024-12-03,368,95507B2418805,Rotvollekra - sykkel,2024,December,12,Tuesday,FALSE
2024-12-04,351,95507B2418805,Rotvollekra - sykkel,2024,December,12,Wednesday,FALSE
2024-12-05,333,95507B2418805,Rotvollekra - sykkel,2024,December,12,Thursday,FALSE
2024-12-06,290,95507B2418805,Rotvollekra - sykkel,2024,December,12,Friday,FALSE
2024-12-07,57,95507B2418805,Rotvollekra - sykkel,2024,December,12,Saturday,TRUE
2024-12-08,38,95507B2418805,Rotvollekra - sykkel,2024,December,12,Sunday,TRUE
2024-12-09,400,95507B2418805,Rotvollekra - sykkel,2024,December,12,Monday,FALSE
2024-12-10,400,95507B2418805,Rotvollekra - sykkel,2024,December,12,Tuesday,FALSE
2024-12-11,363,95507B2418805,Rotvollekra - sykkel,2024,December,12,Wednesday,FALSE
2024-12-12,385,95507B2418805,Rotvollekra - sykkel,2024,December,12,Thursday,FALSE
2024-12-13,294,95507B2418805,Rotvollekra - sykkel,2024,December,12,Friday,FALSE
2024-12-14,60,95507B2418805,Rotvollekra - sykkel,2024,December,12,Saturday,TRUE
2024-12-15,37,95507B2418805,Rotvollekra - sykkel,2024,December,12,Sunday,TRUE
2024-12-16,204,95507B2418805,Rotvollekra - sykkel,2024,December,12,Monday,FALSE
2024-12-17,266,95507B2418805,Rotvollekra - sykkel,2024,December,12,Tuesday,FALSE
2024-12-18,332,95507B2418805,Rotvollekra - sykkel,2024,December,12,Wednesday,FALSE
2024-12-19,320,95507B2418805,Rotvollekra - sykkel,2024,December,12,Thursday,FALSE
2024-12-20,238,95507B2418805,Rotvollekra - sykkel,2024,December,12,Friday,FALSE
2024-12-21,50,95507B2418805,Rotvollekra - sykkel,2024,December,12,Saturday,TRUE
2024-12-22,24,95507B2418805,Rotvollekra - sykkel,2024,December,12,Sunday,TRUE
2024-12-23,89,95507B2418805,Rotvollekra - sykkel,2024,December,12,Monday,FALSE
2024-12-24,24,95507B2418805,Rotvollekra - sykkel,2024,December,12,Tuesday,FALSE
2024-12-25,15,95507B2418805,Rotvollekra - sykkel,2024,December,12,Wednesday,FALSE
2024-12-26,39,95507B2418805,Rotvollekra - sykkel,2024,December,12,Thursday,FALSE
2024-12-27,91,95507B2418805,Rotvollekra - sykkel,2024,December,12,Friday,FALSE
2024-12-28,65,95507B2418805,Rotvollekra - sykkel,2024,December,12,Saturday,TRUE
2024-12-29,28,95507B2418805,Rotvollekra - sykkel,2024,December,12,Sunday,TRUE
2024-12-30,27,95507B2418805,Rotvollekra - sykkel,2024,December,12,Monday,FALSE
2024-12-31,34,95507B2418805,Rotvollekra - sykkel,2024,December,12,Tuesday,FALSE
2025-01-01,11,95507B2418805,Rotvollekra - sykkel,2025,January,1,Wednesday,FALSE
2025-01-02,54,95507B2418805,Rotvollekra - sykkel,2025,January,1,Thursday,FALSE
2025-01-03,38,95507B2418805,Rotvollekra - sykkel,2025,January,1,Friday,FALSE
2025-01-04,5,95507B2418805,Rotvollekra - sykkel,2025,January,1,Saturday,TRUE
2025-01-05,12,95507B2418805,Rotvollekra - sykkel,2025,January,1,Sunday,TRUE
2025-01-06,286,95507B2418805,Rotvollekra - sykkel,2025,January,1,Monday,FALSE
2025-01-07,284,95507B2418805,Rotvollekra - sykkel,2025,January,1,Tuesday,FALSE
2025-01-08,252,95507B2418805,Rotvollekra - sykkel,2025,January,1,Wednesday,FALSE
2025-01-09,275,95507B2418805,Rotvollekra - sykkel,2025,January,1,Thursday,FALSE
2025-01-10,254,95507B2418805,Rotvollekra - sykkel,2025,January,1,Friday,FALSE
2025-01-11,44,95507B2418805,Rotvollekra - sykkel,2025,January,1,Saturday,TRUE
2025-01-12,23,95507B2418805,Rotvollekra - sykkel,2025,January,1,Sunday,TRUE
2025-01-13,325,95507B2418805,Rotvollekra - sykkel,2025,January,1,Monday,FALSE
2025-01-14,327,95507B2418805,Rotvollekra - sykkel,2025,January,1,Tuesday,FALSE
2025-01-15,342,95507B2418805,Rotvollekra - sykkel,2025,January,1,Wednesday,FALSE
2025-01-16,377,95507B2418805,Rotvollekra - sykkel,2025,January,1,Thursday,FALSE
2025-01-17,311,95507B2418805,Rotvollekra - sykkel,2025,January,1,Friday,FALSE
2025-01-18,78,95507B2418805,Rotvollekra - sykkel,2025,January,1,Saturday,TRUE
2025-01-19,48,95507B2418805,Rotvollekra - sykkel,2025,January,1,Sunday,TRUE
2025-01-20,428,95507B2418805,Rotvollekra - sykkel,2025,January,1,Monday,FALSE
2025-01-21,375,95507B2418805,Rotvollekra - sykkel,2025,January,1,Tuesday,FALSE
2025-01-22,360,95507B2418805,Rotvollekra - sykkel,2025,January,1,Wednesday,FALSE
2025-01-23,320,95507B2418805,Rotvollekra - sykkel,2025,January,1,Thursday,FALSE
2025-01-24,267,95507B2418805,Rotvollekra - sykkel,2025,January,1,Friday,FALSE
2025-01-25,41,95507B2418805,Rotvollekra - sykkel,2025,January,1,Saturday,TRUE
2025-01-26,69,95507B2418805,Rotvollekra - sykkel,2025,January,1,Sunday,TRUE
2025-01-27,420,95507B2418805,Rotvollekra - sykkel,2025,January,1,Monday,FALSE
2025-01-28,418,95507B2418805,Rotvollekra - sykkel,2025,January,1,Tuesday,FALSE
2025-01-29,405,95507B2418805,Rotvollekra - sykkel,2025,January,1,Wednesday,FALSE
2025-01-30,392,95507B2418805,Rotvollekra - sykkel,2025,January,1,Thursday,FALSE
2025-01-31,256,95507B2418805,Rotvollekra - sykkel,2025,January,1,Friday,FALSE
2025-02-01,54,95507B2418805,Rotvollekra - sykkel,2025,February,2,Saturday,TRUE
2025-02-02,26,95507B2418805,Rotvollekra - sykkel,2025,February,2,Sunday,TRUE
2025-02-03,410,95507B2418805,Rotvollekra - sykkel,2025,February,2,Monday,FALSE
2025-02-04,349,95507B2418805,Rotvollekra - sykkel,2025,February,2,Tuesday,FALSE
2025-02-05,343,95507B2418805,Rotvollekra - sykkel,2025,February,2,Wednesday,FALSE
2025-02-06,378,95507B2418805,Rotvollekra - sykkel,2025,February,2,Thursday,FALSE
2025-02-07,314,95507B2418805,Rotvollekra - sykkel,2025,February,2,Friday,FALSE
2025-02-08,69,95507B2418805,Rotvollekra - sykkel,2025,February,2,Saturday,TRUE
2025-02-09,31,95507B2418805,Rotvollekra - sykkel,2025,February,2,Sunday,TRUE
2025-02-10,431,95507B2418805,Rotvollekra - sykkel,2025,February,2,Monday,FALSE
2025-02-11,449,95507B2418805,Rotvollekra - sykkel,2025,February,2,Tuesday,FALSE
2025-02-12,384,95507B2418805,Rotvollekra - sykkel,2025,February,2,Wednesday,FALSE
2025-02-13,377,95507B2418805,Rotvollekra - sykkel,2025,February,2,Thursday,FALSE
2025-02-14,290,95507B2418805,Rotvollekra - sykkel,2025,February,2,Friday,FALSE
2025-02-15,38,95507B2418805,Rotvollekra - sykkel,2025,February,2,Saturday,TRUE
2025-02-16,29,95507B2418805,Rotvollekra - sykkel,2025,February,2,Sunday,TRUE
2025-02-17,235,95507B2418805,Rotvollekra - sykkel,2025,February,2,Monday,FALSE
2025-02-18,274,95507B2418805,Rotvollekra - sykkel,2025,February,2,Tuesday,FALSE
2025-02-19,305,95507B2418805,Rotvollekra - sykkel,2025,February,2,Wednesday,FALSE
2025-02-20,305,95507B2418805,Rotvollekra - sykkel,2025,February,2,Thursday,FALSE
2025-02-21,257,95507B2418805,Rotvollekra - sykkel,2025,February,2,Friday,FALSE
2025-02-22,46,95507B2418805,Rotvollekra - sykkel,2025,February,2,Saturday,TRUE
2025-02-23,82,95507B2418805,Rotvollekra - sykkel,2025,February,2,Sunday,TRUE
2025-02-24,405,95507B2418805,Rotvollekra - sykkel,2025,February,2,Monday,FALSE
2025-02-25,506,95507B2418805,Rotvollekra - sykkel,2025,February,2,Tuesday,FALSE
2025-02-26,500,95507B2418805,Rotvollekra - sykkel,2025,February,2,Wednesday,FALSE
2025-02-27,392,95507B2418805,Rotvollekra - sykkel,2025,February,2,Thursday,FALSE
2025-02-28,352,95507B2418805,Rotvollekra - sykkel,2025,February,2,Friday,FALSE
2025-03-01,81,95507B2418805,Rotvollekra - sykkel,2025,March,3,Saturday,TRUE
2025-03-02,43,95507B2418805,Rotvollekra - sykkel,2025,March,3,Sunday,TRUE
2025-03-03,335,95507B2418805,Rotvollekra - sykkel,2025,March,3,Monday,FALSE
2025-03-04,288,95507B2418805,Rotvollekra - sykkel,2025,March,3,Tuesday,FALSE
2025-03-05,264,95507B2418805,Rotvollekra - sykkel,2025,March,3,Wednesday,FALSE
2025-03-06,148,95507B2418805,Rotvollekra - sykkel,2025,March,3,Thursday,FALSE
2025-03-07,243,95507B2418805,Rotvollekra - sykkel,2025,March,3,Friday,FALSE
2025-03-08,143,95507B2418805,Rotvollekra - sykkel,2025,March,3,Saturday,TRUE
2025-03-09,64,95507B2418805,Rotvollekra - sykkel,2025,March,3,Sunday,TRUE
2025-03-10,524,95507B2418805,Rotvollekra - sykkel,2025,March,3,Monday,FALSE
2025-03-11,473,95507B2418805,Rotvollekra - sykkel,2025,March,3,Tuesday,FALSE
2025-03-12,471,95507B2418805,Rotvollekra - sykkel,2025,March,3,Wednesday,FALSE
2025-03-13,499,95507B2418805,Rotvollekra - sykkel,2025,March,3,Thursday,FALSE
2025-03-14,281,95507B2418805,Rotvollekra - sykkel,2025,March,3,Friday,FALSE
2025-03-15,51,95507B2418805,Rotvollekra - sykkel,2025,March,3,Saturday,TRUE
2025-03-16,32,95507B2418805,Rotvollekra - sykkel,2025,March,3,Sunday,TRUE
2025-03-17,315,95507B2418805,Rotvollekra - sykkel,2025,March,3,Monday,FALSE
2025-03-18,373,95507B2418805,Rotvollekra - sykkel,2025,March,3,Tuesday,FALSE
2025-03-19,376,95507B2418805,Rotvollekra - sykkel,2025,March,3,Wednesday,FALSE
2025-03-20,429,95507B2418805,Rotvollekra - sykkel,2025,March,3,Thursday,FALSE
2025-03-21,434,95507B2418805,Rotvollekra - sykkel,2025,March,3,Friday,FALSE
2025-03-22,152,95507B2418805,Rotvollekra - sykkel,2025,March,3,Saturday,TRUE
2025-03-23,206,95507B2418805,Rotvollekra - sykkel,2025,March,3,Sunday,TRUE
2025-03-24,469,95507B2418805,Rotvollekra - sykkel,2025,March,3,Monday,FALSE
2025-03-25,477,95507B2418805,Rotvollekra - sykkel,2025,March,3,Tuesday,FALSE
2025-03-26,431,95507B2418805,Rotvollekra - sykkel,2025,March,3,Wednesday,FALSE
2025-03-27,507,95507B2418805,Rotvollekra - sykkel,2025,March,3,Thursday,FALSE
2025-03-28,424,95507B2418805,Rotvollekra - sykkel,2025,March,3,Friday,FALSE
2025-03-29,208,95507B2418805,Rotvollekra - sykkel,2025,March,3,Saturday,TRUE
2025-03-30,104,95507B2418805,Rotvollekra - sykkel,2025,March,3,Sunday,TRUE
2025-03-31,555,95507B2418805,Rotvollekra - sykkel,2025,March,3,Monday,FALSE
2025-04-01,515,95507B2418805,Rotvollekra - sykkel,2025,April,4,Tuesday,FALSE
2025-04-02,745,95507B2418805,Rotvollekra - sykkel,2025,April,4,Wednesday,FALSE
2025-04-03,544,95507B2418805,Rotvollekra - sykkel,2025,April,4,Thursday,FALSE
2025-04-04,407,95507B2418805,Rotvollekra - sykkel,2025,April,4,Friday,FALSE
2025-04-05,161,95507B2418805,Rotvollekra - sykkel,2025,April,4,Saturday,TRUE
2025-04-06,100,95507B2418805,Rotvollekra - sykkel,2025,April,4,Sunday,TRUE
2025-04-07,661,95507B2418805,Rotvollekra - sykkel,2025,April,4,Monday,FALSE
2025-04-08,672,95507B2418805,Rotvollekra - sykkel,2025,April,4,Tuesday,FALSE
2025-04-09,537,95507B2418805,Rotvollekra - sykkel,2025,April,4,Wednesday,FALSE
2025-04-10,342,95507B2418805,Rotvollekra - sykkel,2025,April,4,Thursday,FALSE
2025-04-11,319,95507B2418805,Rotvollekra - sykkel,2025,April,4,Friday,FALSE
2025-04-12,119,95507B2418805,Rotvollekra - sykkel,2025,April,4,Saturday,TRUE
2025-04-13,200,95507B2418805,Rotvollekra - sykkel,2025,April,4,Sunday,TRUE
2025-04-14,313,95507B2418805,Rotvollekra - sykkel,2025,April,4,Monday,FALSE
2025-04-15,334,95507B2418805,Rotvollekra - sykkel,2025,April,4,Tuesday,FALSE
2025-04-16,228,95507B2418805,Rotvollekra - sykkel,2025,April,4,Wednesday,FALSE
2025-04-17,128,95507B2418805,Rotvollekra - sykkel,2025,April,4,Thursday,FALSE
2025-04-18,171,95507B2418805,Rotvollekra - sykkel,2025,April,4,Friday,FALSE
2025-04-19,154,95507B2418805,Rotvollekra - sykkel,2025,April,4,Saturday,TRUE
2025-04-20,210,95507B2418805,Rotvollekra - sykkel,2025,April,4,Sunday,TRUE
2025-04-21,326,95507B2418805,Rotvollekra - sykkel,2025,April,4,Monday,FALSE
2025-04-22,795,95507B2418805,Rotvollekra - sykkel,2025,April,4,Tuesday,FALSE
2025-04-23,948,95507B2418805,Rotvollekra - sykkel,2025,April,4,Wednesday,FALSE
2025-04-24,805,95507B2418805,Rotvollekra - sykkel,2025,April,4,Thursday,FALSE
2025-04-25,652,95507B2418805,Rotvollekra - sykkel,2025,April,4,Friday,FALSE
2025-04-26,295,95507B2418805,Rotvollekra - sykkel,2025,April,4,Saturday,TRUE
2025-04-27,240,95507B2418805,Rotvollekra - sykkel,2025,April,4,Sunday,TRUE
2025-04-28,631,95507B2418805,Rotvollekra - sykkel,2025,April,4,Monday,FALSE
2025-04-29,622,95507B2418805,Rotvollekra - sykkel,2025,April,4,Tuesday,FALSE
2025-04-30,631,95507B2418805,Rotvollekra - sykkel,2025,April,4,Wednesday,FALSE
2025-05-01,156,95507B2418805,Rotvollekra - sykkel,2025,May,5,Thursday,FALSE
2025-05-02,329,95507B2418805,Rotvollekra - sykkel,2025,May,5,Friday,FALSE
2025-05-03,135,95507B2418805,Rotvollekra - sykkel,2025,May,5,Saturday,TRUE
2025-05-04,200,95507B2418805,Rotvollekra - sykkel,2025,May,5,Sunday,TRUE
2025-05-05,605,95507B2418805,Rotvollekra - sykkel,2025,May,5,Monday,FALSE
2025-05-06,945,95507B2418805,Rotvollekra - sykkel,2025,May,5,Tuesday,FALSE
2025-05-07,851,95507B2418805,Rotvollekra - sykkel,2025,May,5,Wednesday,FALSE
2025-05-08,684,95507B2418805,Rotvollekra - sykkel,2025,May,5,Thursday,FALSE
2025-05-09,632,95507B2418805,Rotvollekra - sykkel,2025,May,5,Friday,FALSE
2025-05-10,368,95507B2418805,Rotvollekra - sykkel,2025,May,5,Saturday,TRUE
2025-05-11,406,95507B2418805,Rotvollekra - sykkel,2025,May,5,Sunday,TRUE
2025-05-12,1082,95507B2418805,Rotvollekra - sykkel,2025,May,5,Monday,FALSE
2025-05-13,882,95507B2418805,Rotvollekra - sykkel,2025,May,5,Tuesday,FALSE
2025-05-14,794,95507B2418805,Rotvollekra - sykkel,2025,May,5,Wednesday,FALSE
2025-05-15,801,95507B2418805,Rotvollekra - sykkel,2025,May,5,Thursday,FALSE
2025-05-16,676,95507B2418805,Rotvollekra - sykkel,2025,May,5,Friday,FALSE
2025-05-17,169,95507B2418805,Rotvollekra - sykkel,2025,May,5,Saturday,TRUE
2025-05-18,358,95507B2418805,Rotvollekra - sykkel,2025,May,5,Sunday,TRUE
2025-05-19,1151,95507B2418805,Rotvollekra - sykkel,2025,May,5,Monday,FALSE
2025-05-20,936,95507B2418805,Rotvollekra - sykkel,2025,May,5,Tuesday,FALSE
2025-05-21,707,95507B2418805,Rotvollekra - sykkel,2025,May,5,Wednesday,FALSE
2025-05-22,863,95507B2418805,Rotvollekra - sykkel,2025,May,5,Thursday,FALSE
2025-05-23,652,95507B2418805,Rotvollekra - sykkel,2025,May,5,Friday,FALSE
2025-05-24,144,95507B2418805,Rotvollekra - sykkel,2025,May,5,Saturday,TRUE
2025-05-25,288,95507B2418805,Rotvollekra - sykkel,2025,May,5,Sunday,TRUE
2025-05-26,687,95507B2418805,Rotvollekra - sykkel,2025,May,5,Monday,FALSE
2025-05-27,961,95507B2418805,Rotvollekra - sykkel,2025,May,5,Tuesday,FALSE
2025-05-28,789,95507B2418805,Rotvollekra - sykkel,2025,May,5,Wednesday,FALSE
2025-05-29,274,95507B2418805,Rotvollekra - sykkel,2025,May,5,Thursday,FALSE
2025-05-30,385,95507B2418805,Rotvollekra - sykkel,2025,May,5,Friday,FALSE
2025-05-31,298,95507B2418805,Rotvollekra - sykkel,2025,May,5,Saturday,TRUE
2025-06-01,180,95507B2418805,Rotvollekra - sykkel,2025,June,6,Sunday,TRUE
2025-06-02,838,95507B2418805,Rotvollekra - sykkel,2025,June,6,Monday,FALSE
2025-06-03,1018,95507B2418805,Rotvollekra - sykkel,2025,June,6,Tuesday,FALSE
2025-06-04,997,95507B2418805,Rotvollekra - sykkel,2025,June,6,Wednesday,FALSE
2025-06-05,960,95507B2418805,Rotvollekra - sykkel,2025,June,6,Thursday,FALSE
2025-06-06,748,95507B2418805,Rotvollekra - sykkel,2025,June,6,Friday,FALSE
2025-06-07,275,95507B2418805,Rotvollekra - sykkel,2025,June,6,Saturday,TRUE
2025-06-08,259,95507B2418805,Rotvollekra - sykkel,2025,June,6,Sunday,TRUE
2025-06-09,212,95507B2418805,Rotvollekra - sykkel,2025,June,6,Monday,FALSE
2025-06-10,923,95507B2418805,Rotvollekra - sykkel,2025,June,6,Tuesday,FALSE
2025-06-11,860,95507B2418805,Rotvollekra - sykkel,2025,June,6,Wednesday,FALSE
2025-06-12,1021,95507B2418805,Rotvollekra - sykkel,2025,June,6,Thursday,FALSE
2025-06-13,808,95507B2418805,Rotvollekra - sykkel,2025,June,6,Friday,FALSE
2025-06-14,453,95507B2418805,Rotvollekra - sykkel,2025,June,6,Saturday,TRUE
2025-06-15,352,95507B2418805,Rotvollekra - sykkel,2025,June,6,Sunday,TRUE
2025-06-16,753,95507B2418805,Rotvollekra - sykkel,2025,June,6,Monday,FALSE
2025-06-17,775,95507B2418805,Rotvollekra - sykkel,2025,June,6,Tuesday,FALSE
2025-06-18,692,95507B2418805,Rotvollekra - sykkel,2025,June,6,Wednesday,FALSE
2025-06-19,778,95507B2418805,Rotvollekra - sykkel,2025,June,6,Thursday,FALSE
2025-06-20,595,95507B2418805,Rotvollekra - sykkel,2025,June,6,Friday,FALSE
2025-06-21,232,95507B2418805,Rotvollekra - sykkel,2025,June,6,Saturday,TRUE
2025-06-22,388,95507B2418805,Rotvollekra - sykkel,2025,June,6,Sunday,TRUE
2025-06-23,842,95507B2418805,Rotvollekra - sykkel,2025,June,6,Monday,FALSE
2025-06-24,768,95507B2418805,Rotvollekra - sykkel,2025,June,6,Tuesday,FALSE
2025-06-25,850,95507B2418805,Rotvollekra - sykkel,2025,June,6,Wednesday,FALSE
2025-06-26,919,95507B2418805,Rotvollekra - sykkel,2025,June,6,Thursday,FALSE
2025-06-27,544,95507B2418805,Rotvollekra - sykkel,2025,June,6,Friday,FALSE
2025-06-28,199,95507B2418805,Rotvollekra - sykkel,2025,June,6,Saturday,TRUE
2025-06-29,79,95507B2418805,Rotvollekra - sykkel,2025,June,6,Sunday,TRUE
2025-06-30,636,95507B2418805,Rotvollekra - sykkel,2025,June,6,Monday,FALSE
2025-07-01,621,95507B2418805,Rotvollekra - sykkel,2025,July,7,Tuesday,FALSE
2025-07-02,791,95507B2418805,Rotvollekra - sykkel,2025,July,7,Wednesday,FALSE
2025-07-03,669,95507B2418805,Rotvollekra - sykkel,2025,July,7,Thursday,FALSE
2025-07-04,571,95507B2418805,Rotvollekra - sykkel,2025,July,7,Friday,FALSE
2025-07-05,265,95507B2418805,Rotvollekra - sykkel,2025,July,7,Saturday,TRUE
2025-07-06,206,95507B2418805,Rotvollekra - sykkel,2025,July,7,Sunday,TRUE
2025-07-07,638,95507B2418805,Rotvollekra - sykkel,2025,July,7,Monday,FALSE
2025-07-08,608,95507B2418805,Rotvollekra - sykkel,2025,July,7,Tuesday,FALSE
2025-07-09,600,95507B2418805,Rotvollekra - sykkel,2025,July,7,Wednesday,FALSE
2025-07-10,569,95507B2418805,Rotvollekra - sykkel,2025,July,7,Thursday,FALSE
2025-07-11,531,95507B2418805,Rotvollekra - sykkel,2025,July,7,Friday,FALSE
2025-07-12,307,95507B2418805,Rotvollekra - sykkel,2025,July,7,Saturday,TRUE
2025-07-13,261,95507B2418805,Rotvollekra - sykkel,2025,July,7,Sunday,TRUE
2025-07-14,478,95507B2418805,Rotvollekra - sykkel,2025,July,7,Monday,FALSE
2025-07-15,494,95507B2418805,Rotvollekra - sykkel,2025,July,7,Tuesday,FALSE
2025-07-16,495,95507B2418805,Rotvollekra - sykkel,2025,July,7,Wednesday,FALSE
2025-07-17,482,95507B2418805,Rotvollekra - sykkel,2025,July,7,Thursday,FALSE
2025-07-18,396,95507B2418805,Rotvollekra - sykkel,2025,July,7,Friday,FALSE
2025-07-19,299,95507B2418805,Rotvollekra - sykkel,2025,July,7,Saturday,TRUE
2025-07-20,260,95507B2418805,Rotvollekra - sykkel,2025,July,7,Sunday,TRUE
2025-07-21,494,95507B2418805,Rotvollekra - sykkel,2025,July,7,Monday,FALSE
2025-07-22,500,95507B2418805,Rotvollekra - sykkel,2025,July,7,Tuesday,FALSE
2025-07-23,487,95507B2418805,Rotvollekra - sykkel,2025,July,7,Wednesday,FALSE
2025-07-24,496,95507B2418805,Rotvollekra - sykkel,2025,July,7,Thursday,FALSE
2025-07-25,387,95507B2418805,Rotvollekra - sykkel,2025,July,7,Friday,FALSE
2025-07-26,256,95507B2418805,Rotvollekra - sykkel,2025,July,7,Saturday,TRUE
2025-07-27,125,95507B2418805,Rotvollekra - sykkel,2025,July,7,Sunday,TRUE
2025-07-28,621,95507B2418805,Rotvollekra - sykkel,2025,July,7,Monday,FALSE
2025-07-29,612,95507B2418805,Rotvollekra - sykkel,2025,July,7,Tuesday,FALSE
2025-07-30,378,95507B2418805,Rotvollekra - sykkel,2025,July,7,Wednesday,FALSE
2025-07-31,673,95507B2418805,Rotvollekra - sykkel,2025,July,7,Thursday,FALSE
2025-08-01,621,95507B2418805,Rotvollekra - sykkel,2025,August,8,Friday,FALSE
2025-08-02,388,95507B2418805,Rotvollekra - sykkel,2025,August,8,Saturday,TRUE
2025-08-03,374,95507B2418805,Rotvollekra - sykkel,2025,August,8,Sunday,TRUE
2025-08-04,820,95507B2418805,Rotvollekra - sykkel,2025,August,8,Monday,FALSE
2025-08-05,828,95507B2418805,Rotvollekra - sykkel,2025,August,8,Tuesday,FALSE
2025-08-06,509,95507B2418805,Rotvollekra - sykkel,2025,August,8,Wednesday,FALSE
2025-08-07,686,95507B2418805,Rotvollekra - sykkel,2025,August,8,Thursday,FALSE
2025-08-08,687,95507B2418805,Rotvollekra - sykkel,2025,August,8,Friday,FALSE
2025-08-09,314,95507B2418805,Rotvollekra - sykkel,2025,August,8,Saturday,TRUE
2025-08-10,182,95507B2418805,Rotvollekra - sykkel,2025,August,8,Sunday,TRUE
2025-08-11,880,95507B2418805,Rotvollekra - sykkel,2025,August,8,Monday,FALSE
2025-08-12,967,95507B2418805,Rotvollekra - sykkel,2025,August,8,Tuesday,FALSE
2025-08-13,919,95507B2418805,Rotvollekra - sykkel,2025,August,8,Wednesday,FALSE
2025-08-14,931,95507B2418805,Rotvollekra - sykkel,2025,August,8,Thursday,FALSE
2025-08-15,463,95507B2418805,Rotvollekra - sykkel,2025,August,8,Friday,FALSE
2025-08-16,218,95507B2418805,Rotvollekra - sykkel,2025,August,8,Saturday,TRUE
2025-08-17,237,95507B2418805,Rotvollekra - sykkel,2025,August,8,Sunday,TRUE
2025-08-18,969,95507B2418805,Rotvollekra - sykkel,2025,August,8,Monday,FALSE
2025-08-19,928,95507B2418805,Rotvollekra - sykkel,2025,August,8,Tuesday,FALSE
2025-08-20,833,95507B2418805,Rotvollekra - sykkel,2025,August,8,Wednesday,FALSE
2025-08-21,750,95507B2418805,Rotvollekra - sykkel,2025,August,8,Thursday,FALSE
2025-08-22,581,95507B2418805,Rotvollekra - sykkel,2025,August,8,Friday,FALSE
2025-08-23,175,95507B2418805,Rotvollekra - sykkel,2025,August,8,Saturday,TRUE
2025-08-24,162,95507B2418805,Rotvollekra - sykkel,2025,August,8,Sunday,TRUE
2025-08-25,943,95507B2418805,Rotvollekra - sykkel,2025,August,8,Monday,FALSE
2025-08-26,1053,95507B2418805,Rotvollekra - sykkel,2025,August,8,Tuesday,FALSE
2025-08-27,1047,95507B2418805,Rotvollekra - sykkel,2025,August,8,Wednesday,FALSE
2025-08-28,1054,95507B2418805,Rotvollekra - sykkel,2025,August,8,Thursday,FALSE
2025-08-29,859,95507B2418805,Rotvollekra - sykkel,2025,August,8,Friday,FALSE
2025-08-30,320,95507B2418805,Rotvollekra - sykkel,2025,August,8,Saturday,TRUE
2025-08-31,320,95507B2418805,Rotvollekra - sykkel,2025,August,8,Sunday,TRUE
2025-09-01,1043,95507B2418805,Rotvollekra - sykkel,2025,September,9,Monday,FALSE
2025-09-02,1059,95507B2418805,Rotvollekra - sykkel,2025,September,9,Tuesday,FALSE
2025-09-03,1081,95507B2418805,Rotvollekra - sykkel,2025,September,9,Wednesday,FALSE
2025-09-04,886,95507B2418805,Rotvollekra - sykkel,2025,September,9,Thursday,FALSE
2025-09-05,861,95507B2418805,Rotvollekra - sykkel,2025,September,9,Friday,FALSE
2025-09-06,493,95507B2418805,Rotvollekra - sykkel,2025,September,9,Saturday,TRUE
2025-09-07,358,95507B2418805,Rotvollekra - sykkel,2025,September,9,Sunday,TRUE
2025-09-08,1112,95507B2418805,Rotvollekra - sykkel,2025,September,9,Monday,FALSE
2025-09-09,1087,95507B2418805,Rotvollekra - sykkel,2025,September,9,Tuesday,FALSE
